REF_AREA,Reference area,MEDICAL_TECH,Medical technology,TIME_PERIOD,OBS_VALUE
SVN,Slovenia,PET_SCAN,Positron emission tomography (PET) scanners,2009,0.98
SVN,Slovenia,PET_SCAN,Positron emission tomography (PET) scanners,2008,0.99
SVN,Slovenia,PET_SCAN,Positron emission tomography (PET) scanners,2007,0.5
SVN,Slovenia,PET_SCAN,Positron emission tomography (PET) scanners,2006,0.5
SVN,Slovenia,PET_SCAN,Positron emission tomography (PET) scanners,2005,0.5
SVN,Slovenia,PET_SCAN,Positron emission tomography (PET) scanners,2004,0.5
SVN,Slovenia,CT_SCAN,Computed tomography (CT) scanners,2023,17.47
SVN,Slovenia,CT_SCAN,Computed tomography (CT) scanners,2022,18.49
SVN,Slovenia,CT_SCAN,Computed tomography (CT) scanners,2021,18.98
SVN,Slovenia,CT_SCAN,Computed tomography (CT) scanners,2020,19.05
SVN,Slovenia,CT_SCAN,Computed tomography (CT) scanners,2019,18.19
SVN,Slovenia,CT_SCAN,Computed tomography (CT) scanners,2018,15.94
SVN,Slovenia,CT_SCAN,Computed tomography (CT) scanners,2017,15
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2010,1.27
ESP,Spain,GAMMA,Gamma cameras,2022,6.74
ESP,Spain,RT,Radiation therapy equipment,2015,4.93
ESP,Spain,RT,Radiation therapy equipment,2014,4.91
ESP,Spain,RT,Radiation therapy equipment,2013,4.89
ESP,Spain,RT,Radiation therapy equipment,2012,4.79
ESP,Spain,RT,Radiation therapy equipment,2011,4.71
ESP,Spain,RT,Radiation therapy equipment,2010,4.4
ESP,Spain,MAMM,Mammographs,2016,16.25
ESP,Spain,MAMM,Mammographs,2015,16.27
ESP,Spain,MAMM,Mammographs,2014,16.02
ESP,Spain,MAMM,Mammographs,2013,15.88
ESP,Spain,MAMM,Mammographs,2012,15.44
ESP,Spain,MAMM,Mammographs,2011,15.02
ESP,Spain,MAMM,Mammographs,2010,14.56
ESP,Spain,RT,Radiation therapy equipment,2022,7.41
ESP,Spain,RT,Radiation therapy equipment,2021,7.33
ESP,Spain,RT,Radiation therapy equipment,2020,5.36
ESP,Spain,RT,Radiation therapy equipment,2019,5.01
ESP,Spain,RT,Radiation therapy equipment,2018,5.03
ESP,Spain,RT,Radiation therapy equipment,2017,4.9
ESP,Spain,RT,Radiation therapy equipment,2016,4.95
ESP,Spain,GAMMA,Gamma cameras,2021,7.04
ESP,Spain,GAMMA,Gamma cameras,2020,6.76
ESP,Spain,GAMMA,Gamma cameras,2019,6.67
ESP,Spain,GAMMA,Gamma cameras,2018,6.61
ESP,Spain,GAMMA,Gamma cameras,2017,6.38
ESP,Spain,GAMMA,Gamma cameras,2016,6.54
ESP,Spain,GAMMA,Gamma cameras,2015,6.55
ESP,Spain,GAMMA,Gamma cameras,2014,6.48
ESP,Spain,GAMMA,Gamma cameras,2013,6.4
ESP,Spain,GAMMA,Gamma cameras,2012,6.22
ESP,Spain,GAMMA,Gamma cameras,2011,6.12
ESP,Spain,GAMMA,Gamma cameras,2010,6.01
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2022,21.44
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2021,21.51
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2020,20.06
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2019,19.21
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2018,19.15
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2017,18.67
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2016,18.32
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2015,18.03
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2014,17.61
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2013,17.6
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2012,17.19
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2011,16.65
ESP,Spain,CT_SCAN,Computed tomography (CT) scanners,2010,15.96
ESP,Spain,MAMM,Mammographs,2022,16.82
ESP,Spain,MAMM,Mammographs,2021,17.43
ESP,Spain,MAMM,Mammographs,2020,16.6
ESP,Spain,MAMM,Mammographs,2019,16.5
ESP,Spain,MAMM,Mammographs,2018,16.26
ESP,Spain,MAMM,Mammographs,2017,16.2
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2022,20.56
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2021,20.54
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2020,18.27
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2019,17.64
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2018,17.23
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2017,16.4
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2016,16.1
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2015,15.86
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2014,15.52
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2013,15.35
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2012,14.78
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2011,13.76
ESP,Spain,MRI,Magnetic resonance imaging (MRI) units,2010,11.98
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2022,2.42
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2021,2.13
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2020,1.86
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2019,1.76
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2018,1.8
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2017,1.72
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2016,1.7
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2015,1.64
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2014,1.59
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2013,1.55
ESP,Spain,PET_SCAN,Positron emission tomography (PET) scanners,2012,1.43
SWE,Sweden,MAMM,Mammographs,2022,12.87
SWE,Sweden,MAMM,Mammographs,2021,12.38
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2020,2.32
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2019,2.24
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2018,1.87
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2017,1.59
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2016,1.61
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2015,1.63
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2016,22.07
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2015,20.31
SWE,Sweden,GAMMA,Gamma cameras,2023,6.73
SWE,Sweden,GAMMA,Gamma cameras,2022,6.77
SWE,Sweden,GAMMA,Gamma cameras,2021,6.24
SWE,Sweden,GAMMA,Gamma cameras,2020,7.34
SWE,Sweden,GAMMA,Gamma cameras,2019,7.1
SWE,Sweden,GAMMA,Gamma cameras,2018,7.17
SWE,Sweden,GAMMA,Gamma cameras,2017,7.36
SWE,Sweden,GAMMA,Gamma cameras,2016,7.86
SWE,Sweden,GAMMA,Gamma cameras,2015,7.65
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2023,2.65
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2022,2.67
SWE,Sweden,PET_SCAN,Positron emission tomography (PET) scanners,2021,2.4
SWE,Sweden,MAMM,Mammographs,2020,19.12
SWE,Sweden,MAMM,Mammographs,2019,18.68
SWE,Sweden,MAMM,Mammographs,2018,13.46
SWE,Sweden,MAMM,Mammographs,2017,13.62
SWE,Sweden,MAMM,Mammographs,2016,13.5
SWE,Sweden,MAMM,Mammographs,2015,12.96
SWE,Sweden,RT,Radiation therapy equipment,2023,6.07
SWE,Sweden,RT,Radiation therapy equipment,2022,6.1
SWE,Sweden,RT,Radiation therapy equipment,2021,5.66
SWE,Sweden,RT,Radiation therapy equipment,2020,6.37
SWE,Sweden,RT,Radiation therapy equipment,2019,6.52
SWE,Sweden,RT,Radiation therapy equipment,2018,6.98
SWE,Sweden,RT,Radiation therapy equipment,2017,7.06
SWE,Sweden,RT,Radiation therapy equipment,2016,7.86
SWE,Sweden,RT,Radiation therapy equipment,2015,7.76
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2023,17.44
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2022,17.35
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2021,17.19
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2020,18.45
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2019,16.64
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2018,14.15
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2017,14.02
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2016,15.72
SWE,Sweden,MRI,Magnetic resonance imaging (MRI) units,2015,14.59
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2023,23.69
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2022,23.74
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2021,23.04
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2020,28.3
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2019,26.17
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2018,18.67
SWE,Sweden,CT_SCAN,Computed tomography (CT) scanners,2017,18.49
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2010,32.59
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2009,32.8
CHE,Switzerland,RT,Radiation therapy equipment,2012,16.51
CHE,Switzerland,RT,Radiation therapy equipment,2011,16.94
CHE,Switzerland,RT,Radiation therapy equipment,2010,16.49
CHE,Switzerland,RT,Radiation therapy equipment,2009,16.92
CHE,Switzerland,RT,Radiation therapy equipment,2008,16.61
CHE,Switzerland,RT,Radiation therapy equipment,2007,16.29
CHE,Switzerland,MAMM,Mammographs,2009,33.19
CHE,Switzerland,MAMM,Mammographs,2008,32.69
CHE,Switzerland,MAMM,Mammographs,2007,32.05
CHE,Switzerland,RT,Radiation therapy equipment,2023,17.16
CHE,Switzerland,RT,Radiation therapy equipment,2022,17.43
CHE,Switzerland,RT,Radiation therapy equipment,2021,17.58
CHE,Switzerland,RT,Radiation therapy equipment,2020,18.75
CHE,Switzerland,RT,Radiation therapy equipment,2019,19.13
CHE,Switzerland,RT,Radiation therapy equipment,2018,19.03
CHE,Switzerland,RT,Radiation therapy equipment,2017,16.68
CHE,Switzerland,RT,Radiation therapy equipment,2016,16.6
CHE,Switzerland,RT,Radiation therapy equipment,2015,16.78
CHE,Switzerland,RT,Radiation therapy equipment,2014,16.49
CHE,Switzerland,RT,Radiation therapy equipment,2013,16.57
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2008,32.03
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2007,31.39
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2023,5.31
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2022,4.79
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2021,4.25
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2020,3.94
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2019,3.85
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2018,3.76
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2017,3.31
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2016,3.34
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2015,3.38
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2014,3.54
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2013,3.46
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2012,3.25
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2011,3.29
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2010,3.19
CHE,Switzerland,PET_SCAN,Positron emission tomography (PET) scanners,2009,2.97
CHE,Switzerland,MAMM,Mammographs,2023,29.69
CHE,Switzerland,MAMM,Mammographs,2022,29.85
CHE,Switzerland,MAMM,Mammographs,2021,29.87
CHE,Switzerland,MAMM,Mammographs,2020,29.64
CHE,Switzerland,MAMM,Mammographs,2019,29.27
CHE,Switzerland,MAMM,Mammographs,2018,29.01
CHE,Switzerland,MAMM,Mammographs,2017,28.75
CHE,Switzerland,MAMM,Mammographs,2016,28.78
CHE,Switzerland,MAMM,Mammographs,2015,28.25
CHE,Switzerland,MAMM,Mammographs,2014,28.33
CHE,Switzerland,MAMM,Mammographs,2013,33.13
CHE,Switzerland,MAMM,Mammographs,2012,32.89
CHE,Switzerland,MAMM,Mammographs,2011,32.74
CHE,Switzerland,MAMM,Mammographs,2010,33.1
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2023,40.08
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2022,39.65
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2021,39.06
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2020,39.59
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2019,38.72
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2018,38.76
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2017,39.28
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2016,38.93
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2015,37.67
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2014,36.15
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2013,36.59
CHE,Switzerland,CT_SCAN,Computed tomography (CT) scanners,2012,34.64
TUR,Türkiye,RT,Radiation therapy equipment,2012,2.39
TUR,Türkiye,RT,Radiation therapy equipment,2011,2.02
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2007,9.62
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2006,8.56
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2005,7.44
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2004,6.6
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2003,5.63
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2002,4.89
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2021,15.1
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2020,14.97
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2019,14.69
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2018,14.88
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2017,14.77
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2016,14.53
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2015,14.31
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2014,13.88
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2013,13.89
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2012,13.53
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2011,13.12
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2010,12.36
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2009,11.63
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2008,10.68
TUR,Türkiye,RT,Radiation therapy equipment,2010,1.79
TUR,Türkiye,RT,Radiation therapy equipment,2009,1.86
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2022,1.85
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2021,1.78
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2020,1.73
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2019,1.67
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2018,1.61
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2017,1.53
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2016,1.5
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2015,1.33
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2014,1.31
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2013,1.12
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2012,0.94
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2011,0.63
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2010,0.55
TUR,Türkiye,PET_SCAN,Positron emission tomography (PET) scanners,2009,0.58
TUR,Türkiye,MAMM,Mammographs,2022,11.45
TUR,Türkiye,MAMM,Mammographs,2021,11.46
TUR,Türkiye,MAMM,Mammographs,2020,11.78
TUR,Türkiye,MAMM,Mammographs,2019,11.64
TUR,Türkiye,MAMM,Mammographs,2018,11.87
TUR,Türkiye,MAMM,Mammographs,2017,11.79
TUR,Türkiye,MAMM,Mammographs,2016,11.74
TUR,Türkiye,MAMM,Mammographs,2015,11.46
TUR,Türkiye,MAMM,Mammographs,2014,11.7
TUR,Türkiye,MAMM,Mammographs,2013,11.88
TUR,Türkiye,MAMM,Mammographs,2012,12.45
TUR,Türkiye,MAMM,Mammographs,2011,9.79
TUR,Türkiye,MAMM,Mammographs,2010,8.72
TUR,Türkiye,MAMM,Mammographs,2009,9.27
TUR,Türkiye,CT_SCAN,Computed tomography (CT) scanners,2022,15.66
TUR,Türkiye,GAMMA,Gamma cameras,2022,3.11
TUR,Türkiye,GAMMA,Gamma cameras,2021,3.16
TUR,Türkiye,GAMMA,Gamma cameras,2020,3.27
TUR,Türkiye,GAMMA,Gamma cameras,2019,3.35
TUR,Türkiye,GAMMA,Gamma cameras,2018,3.29
TUR,Türkiye,GAMMA,Gamma cameras,2017,3.32
TUR,Türkiye,GAMMA,Gamma cameras,2016,3.33
TUR,Türkiye,GAMMA,Gamma cameras,2015,3.32
TUR,Türkiye,GAMMA,Gamma cameras,2014,3.37
TUR,Türkiye,GAMMA,Gamma cameras,2013,3.07
TUR,Türkiye,GAMMA,Gamma cameras,2012,2.79
TUR,Türkiye,GAMMA,Gamma cameras,2011,2.32
TUR,Türkiye,GAMMA,Gamma cameras,2010,2.34
TUR,Türkiye,GAMMA,Gamma cameras,2009,2.26
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2022,11.45
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2021,11.41
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2020,11.26
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2019,10.92
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2018,11.24
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2017,11.01
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2016,10.55
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2015,10.15
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2014,9.81
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2013,9.86
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2012,9.58
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2011,9.55
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2010,9.27
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2009,8.68
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2008,7.91
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2007,5.84
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2006,4.47
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2005,2.91
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2004,2.2
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2003,1.48
TUR,Türkiye,MRI,Magnetic resonance imaging (MRI) units,2002,0.88
TUR,Türkiye,RT,Radiation therapy equipment,2022,3.04
TUR,Türkiye,RT,Radiation therapy equipment,2021,2.95
TUR,Türkiye,RT,Radiation therapy equipment,2020,2.94
TUR,Türkiye,RT,Radiation therapy equipment,2019,2.85
TUR,Türkiye,RT,Radiation therapy equipment,2018,2.75
TUR,Türkiye,RT,Radiation therapy equipment,2017,2.83
TUR,Türkiye,RT,Radiation therapy equipment,2016,2.71
TUR,Türkiye,RT,Radiation therapy equipment,2015,2.58
TUR,Türkiye,RT,Radiation therapy equipment,2014,2.54
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2008,5.5
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2006,5.62
GBR,United Kingdom,RT,Radiation therapy equipment,2007,4
GBR,United Kingdom,RT,Radiation therapy equipment,2006,3.95
GBR,United Kingdom,RT,Radiation therapy equipment,2005,4.11
GBR,United Kingdom,RT,Radiation therapy equipment,2004,3.85
GBR,United Kingdom,RT,Radiation therapy equipment,2003,3.79
GBR,United Kingdom,RT,Radiation therapy equipment,2002,3.86
GBR,United Kingdom,MAMM,Mammographs,2001,6.63
GBR,United Kingdom,MAMM,Mammographs,2000,6.15
GBR,United Kingdom,MAMM,Mammographs,1999,5.76
GBR,United Kingdom,MAMM,Mammographs,1998,5.42
GBR,United Kingdom,MAMM,Mammographs,1997,5.18
GBR,United Kingdom,MAMM,Mammographs,1996,5.18
GBR,United Kingdom,MAMM,Mammographs,1995,4.96
GBR,United Kingdom,RT,Radiation therapy equipment,2018,8.07
GBR,United Kingdom,RT,Radiation therapy equipment,2017,8.12
GBR,United Kingdom,RT,Radiation therapy equipment,2016,9.22
GBR,United Kingdom,RT,Radiation therapy equipment,2014,5.84
GBR,United Kingdom,RT,Radiation therapy equipment,2011,5.93
GBR,United Kingdom,RT,Radiation therapy equipment,2010,6
GBR,United Kingdom,RT,Radiation therapy equipment,2008,4.82
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2005,5.4
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2004,5
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2003,4.54
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2002,4.99
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2001,6.21
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2000,5.62
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2014,9.46
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2013,9.31
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2012,9.09
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2011,8.47
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2010,7.92
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2008,7.26
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2006,7.53
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2005,7.45
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2004,7.02
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2003,6.91
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2002,7.29
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2001,6.89
GBR,United Kingdom,CT_SCAN,Computed tomography (CT) scanners,2000,5.35
GBR,United Kingdom,PET_SCAN,Positron emission tomography (PET) scanners,2005,0.5
GBR,United Kingdom,PET_SCAN,Positron emission tomography (PET) scanners,2004,0.5
GBR,United Kingdom,MAMM,Mammographs,2011,10.02
GBR,United Kingdom,MAMM,Mammographs,2010,10.09
GBR,United Kingdom,MAMM,Mammographs,2009,8.8
GBR,United Kingdom,MAMM,Mammographs,2008,8.82
GBR,United Kingdom,MAMM,Mammographs,2007,8.37
GBR,United Kingdom,MAMM,Mammographs,2006,8.38
GBR,United Kingdom,MAMM,Mammographs,2005,8.41
GBR,United Kingdom,MAMM,Mammographs,2004,8.14
GBR,United Kingdom,MAMM,Mammographs,2003,7.85
GBR,United Kingdom,MAMM,Mammographs,2002,7.28
GBR,United Kingdom,GAMMA,Gamma cameras,2004,6.34
GBR,United Kingdom,GAMMA,Gamma cameras,1993,6.32
GBR,United Kingdom,GAMMA,Gamma cameras,1990,5.52
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2014,7.23
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2013,7.2
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2012,7.16
GBR,United Kingdom,MRI,Magnetic resonance imaging (MRI) units,2011,6.96
USA,United States,MRI,Magnetic resonance imaging (MRI) units,2010,31.52
USA,United States,MRI,Magnetic resonance imaging (MRI) units,2007,25.93
USA,United States,PET_SCAN,Positron emission tomography (PET) scanners,2018,5.25
USA,United States,PET_SCAN,Positron emission tomography (PET) scanners,2015,5.13
USA,United States,PET_SCAN,Positron emission tomography (PET) scanners,2014,5.14
USA,United States,PET_SCAN,Positron emission tomography (PET) scanners,2012,5
USA,United States,PET_SCAN,Positron emission tomography (PET) scanners,2011,4.65
USA,United States,PET_SCAN,Positron emission tomography (PET) scanners,2008,4.23
USA,United States,MAMM,Mammographs,2004,46.62
USA,United States,MAMM,Mammographs,2003,46.99
USA,United States,MAMM,Mammographs,2002,45.8
USA,United States,MAMM,Mammographs,2001,46.23
USA,United States,MAMM,Mammographs,2000,45.92
USA,United States,RT,Radiation therapy equipment,2020,11.37
USA,United States,RT,Radiation therapy equipment,2019,11.73
USA,United States,RT,Radiation therapy equipment,2018,11.57
USA,United States,RT,Radiation therapy equipment,2016,11.93
USA,United States,RT,Radiation therapy equipment,2012,12.47
USA,United States,RT,Radiation therapy equipment,2011,12.45
USA,United States,RT,Radiation therapy equipment,2010,11.3
USA,United States,PET_SCAN,Positron emission tomography (PET) scanners,2020,5.75
USA,United States,PET_SCAN,Positron emission tomography (PET) scanners,2019,5.45
USA,United States,MRI,Magnetic resonance imaging (MRI) units,2006,26.58
USA,United States,MRI,Magnetic resonance imaging (MRI) units,2004,26.67
USA,United States,MRI,Magnetic resonance imaging (MRI) units,2003,19.32
USA,United States,MRI,Magnetic resonance imaging (MRI) units,2001,17.44
USA,United States,MRI,Magnetic resonance imaging (MRI) units,1999,13.19
USA,United States,MRI,Magnetic resonance imaging (MRI) units,1997,11.41
USA,United States,MRI,Magnetic resonance imaging (MRI) units,1995,10.46
USA,United States,MRI,Magnetic resonance imaging (MRI) units,1993,9.66
USA,United States,GAMMA,Gamma cameras,2019,48.76
USA,United States,GAMMA,Gamma cameras,2013,46.91
USA,United States,GAMMA,Gamma cameras,2011,51.03
USA,United States,GAMMA,Gamma cameras,2008,41.2
USA,United States,MAMM,Mammographs,2023,74.3
USA,United States,MAMM,Mammographs,2022,72.87
USA,United States,MAMM,Mammographs,2021,70.69
USA,United States,MAMM,Mammographs,2020,67.14
USA,United States,MAMM,Mammographs,2019,63.81
USA,United States,MAMM,Mammographs,2018,59.86
USA,United States,MAMM,Mammographs,2017,55.55
USA,United States,MAMM,Mammographs,2016,51.75
USA,United States,MAMM,Mammographs,2015,47.24
USA,United States,MAMM,Mammographs,2014,43.33
USA,United States,MAMM,Mammographs,2013,41.16
