REF_AREA,Reference area,MEASURE,Measure,TIME_PERIOD,OBS_VALUE
PRT,Portugal,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,12.1
PRT,Portugal,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,12.8
PRT,Portugal,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,11.2
PRT,Portugal,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,8
PRT,Portugal,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,9.9
DEU,Germany,ADMRHYPT,Hypertension hospital admission,2009,292.4
DEU,Germany,ADMRHYPT,Hypertension hospital admission,2007,263.4
DEU,Germany,ADMRHYPT,Hypertension hospital admission,2005,242.8
DEU,Germany,ADMRHYPT,Hypertension hospital admission,2021,203
DEU,Germany,ADMRHYPT,Hypertension hospital admission,2019,269.2
DEU,Germany,ADMRHYPT,Hypertension hospital admission,2017,276.2
DEU,Germany,ADMRHYPT,Hypertension hospital admission,2015,293.8
DEU,Germany,ADMRHYPT,Hypertension hospital admission,2013,309.1
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2008,5.8
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2007,5.4
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2006,5.4
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2005,5.2
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2004,6
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2003,5.9
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2002,5.4
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2001,4.9
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2000,4.8
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,4.9
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2020,5.3
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,5.2
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,5.3
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,5.4
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,5
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,3.7
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,4.1
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,4.8
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,5.1
BEL,Belgium,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,5.7
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2007,181.3
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2006,161.1
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2021,166.7
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2005,157.6
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2004,144.6
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2003,132.2
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2002,129.9
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2001,126.4
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2000,117.9
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2020,141.4
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2019,169.1
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2018,162.3
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2017,154.1
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2016,143.2
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2015,210.5
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2014,206.9
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2013,202.5
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2012,206
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2011,203.6
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2010,198.8
ESP,Spain,ADMRCHFL,Congestive heart failure hospital admission,2009,187.7
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2008,54.4
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2007,55.5
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2006,64.1
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2005,64.3
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2004,84
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2003,73.7
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2002,77.3
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2001,86.7
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2000,100.3
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2022,28.6
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2017,27.7
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2016,30.3
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2015,33.6
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2014,33.6
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2013,32.1
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2012,43.1
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2011,46.9
CRI,Costa Rica,ADMRHYPT,Hypertension hospital admission,2010,48.2
LUX,Luxembourg,ADMRCHFL,Congestive heart failure hospital admission,2020,106.6
LUX,Luxembourg,ADMRCHFL,Congestive heart failure hospital admission,2019,248.3
LUX,Luxembourg,ADMRCHFL,Congestive heart failure hospital admission,2018,217.2
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2019,141.5
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2018,141.8
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2017,129.9
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2016,127.3
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2015,123
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2014,119
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2013,135.4
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2012,131.7
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2011,130
LVA,Latvia,ADMRDBUC,Diabetes hospital admission,2021,100.1
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,336.9
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2006,352.7
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,147.5
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2005,326.5
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2004,322
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2003,373.5
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2002,380.9
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2001,389.8
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2000,401.4
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,127
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,215.3
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,229.2
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,238.5
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,241.7
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,266.7
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,259.3
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,271.5
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,279.4
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,266.7
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,280.2
ISR,Israel,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,302.1
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2008,7.8
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2007,6.7
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2006,6.7
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2005,8.4
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2004,8.5
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2003,8.1
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2002,8.9
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2001,8.8
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2000,10.8
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,6.1
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,5.9
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,6.3
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,6.3
NZL,New Zealand,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,6.8
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,4.1
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,4.2
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,4.4
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,4.3
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,4.3
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,4
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2009,4.1
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2008,4.3
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2007,3.9
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,3.4
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2020,3.4
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,4
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,4.5
SWE,Sweden,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,4.3
ITA,Italy,ADMRASTH,Asthma hospital admission,2009,13.8
ITA,Italy,ADMRASTH,Asthma hospital admission,2008,15
ITA,Italy,ADMRASTH,Asthma hospital admission,2007,15.9
ITA,Italy,ADMRASTH,Asthma hospital admission,2006,17.2
ITA,Italy,ADMRASTH,Asthma hospital admission,2005,19.5
ITA,Italy,ADMRASTH,Asthma hospital admission,2004,20.7
ITA,Italy,ADMRASTH,Asthma hospital admission,2003,22
ITA,Italy,ADMRASTH,Asthma hospital admission,2002,25.1
ITA,Italy,ADMRASTH,Asthma hospital admission,2001,28.2
ITA,Italy,ADMRASTH,Asthma hospital admission,2021,4.8
ITA,Italy,ADMRASTH,Asthma hospital admission,2020,4.5
ITA,Italy,ADMRASTH,Asthma hospital admission,2019,9
ITA,Italy,ADMRASTH,Asthma hospital admission,2018,9
ITA,Italy,ADMRASTH,Asthma hospital admission,2017,9.7
ITA,Italy,ADMRASTH,Asthma hospital admission,2016,9.9
ITA,Italy,ADMRASTH,Asthma hospital admission,2015,9.9
ITA,Italy,ADMRASTH,Asthma hospital admission,2014,11
ITA,Italy,ADMRASTH,Asthma hospital admission,2013,12.3
ITA,Italy,ADMRASTH,Asthma hospital admission,2012,10.8
ITA,Italy,ADMRASTH,Asthma hospital admission,2011,11.8
HUN,Hungary,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2009,408.3
HUN,Hungary,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2008,371.2
HUN,Hungary,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2007,353.5
HUN,Hungary,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2006,419.2
HUN,Hungary,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2005,430.4
HUN,Hungary,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2004,426.5
HUN,Hungary,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,375.6
HUN,Hungary,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,400.3
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,259.9
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,268.8
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,278.4
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,278.4
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,297.8
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,285.2
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,264.5
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,280.9
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,279
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,235.8
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,314
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2008,354.1
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,367.2
LVA,Latvia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,95.9
NOR,Norway,ADMRASTH,Asthma hospital admission,2016,26.3
NOR,Norway,ADMRASTH,Asthma hospital admission,2015,30.9
NOR,Norway,ADMRASTH,Asthma hospital admission,2014,32.9
NOR,Norway,ADMRASTH,Asthma hospital admission,2013,33.2
NOR,Norway,ADMRASTH,Asthma hospital admission,2012,35.4
NOR,Norway,ADMRASTH,Asthma hospital admission,2011,35.8
NOR,Norway,ADMRASTH,Asthma hospital admission,2010,38.7
NOR,Norway,ADMRASTH,Asthma hospital admission,2009,38.2
NOR,Norway,ADMRASTH,Asthma hospital admission,2008,28.7
NOR,Norway,ADMRASTH,Asthma hospital admission,2021,18.4
NOR,Norway,ADMRASTH,Asthma hospital admission,2020,19.6
NOR,Norway,ADMRASTH,Asthma hospital admission,2019,21.5
NOR,Norway,ADMRASTH,Asthma hospital admission,2018,22.6
EST,Estonia,ADMRCHFL,Congestive heart failure hospital admission,2014,325.6
EST,Estonia,ADMRCHFL,Congestive heart failure hospital admission,2021,208
EST,Estonia,ADMRCHFL,Congestive heart failure hospital admission,2020,243.1
EST,Estonia,ADMRCHFL,Congestive heart failure hospital admission,2019,268.7
EST,Estonia,ADMRCHFL,Congestive heart failure hospital admission,2018,265.2
EST,Estonia,ADMRCHFL,Congestive heart failure hospital admission,2017,268
EST,Estonia,ADMRCHFL,Congestive heart failure hospital admission,2016,294.5
EST,Estonia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,160.2
EST,Estonia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,65.6
EST,Estonia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,80.7
EST,Estonia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,116.6
EST,Estonia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,114.3
EST,Estonia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,130.7
EST,Estonia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,142.1
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2016,274.8
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2015,279.4
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2014,293
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2013,306.5
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2012,319.9
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2011,340.9
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2010,364.6
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2009,371.6
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2008,369.8
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2021,196.1
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2020,201.3
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2019,237.3
KOR,Korea,ADMRDBUC,Diabetes hospital admission,2018,251.2
COL,Colombia,ADMRCHFL,Congestive heart failure hospital admission,2016,30.1
COL,Colombia,ADMRCHFL,Congestive heart failure hospital admission,2015,52.7
COL,Colombia,ADMRCHFL,Congestive heart failure hospital admission,2014,72.1
COL,Colombia,ADMRCHFL,Congestive heart failure hospital admission,2013,54.3
COL,Colombia,ADMRCHFL,Congestive heart failure hospital admission,2012,55.1
COL,Colombia,ADMRCHFL,Congestive heart failure hospital admission,2011,57.8
COL,Colombia,ADMRCHFL,Congestive heart failure hospital admission,2010,27.2
COL,Colombia,ADMRCHFL,Congestive heart failure hospital admission,2009,40.5
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2008,7.1
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2007,6.5
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2006,6.2
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2005,7.6
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2004,7.9
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2003,7.5
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2002,8.2
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2001,8.2
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2000,10.2
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2014,5.8
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2013,5.4
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2012,5.8
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2011,5.8
NZL,New Zealand,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2010,6.2
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2009,187.7
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2008,191
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2007,184.8
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,94.6
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,91.2
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,126.1
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,152.6
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,163.8
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,164.7
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,177.6
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,182.4
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,195.4
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,199.4
SWE,Sweden,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,191.9
FRA,France,ADMRASTH,Asthma hospital admission,2014,30.3
FRA,France,ADMRASTH,Asthma hospital admission,2013,29.9
FRA,France,ADMRASTH,Asthma hospital admission,2012,30.4
FRA,France,ADMRASTH,Asthma hospital admission,2011,27.5
FRA,France,ADMRASTH,Asthma hospital admission,2010,29.1
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2008,213.3
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,232.7
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2006,239.8
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2005,270.1
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2004,299.9
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2003,322
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2002,331.1
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2001,324.3
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2000,347.4
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,194.5
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,205.7
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,322.3
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,323.3
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,310.2
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,303.8
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,186.1
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,193.1
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,196.6
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,193.2
BEL,Belgium,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,201.5
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,301.2
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2006,266.2
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,132.1
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2005,300.6
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2004,276.3
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2003,298.8
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2002,285.8
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2001,247.5
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2000,281.7
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,148.7
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,225.6
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,238.7
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,224
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,214
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,249.9
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,239.6
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,240.2
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,256.7
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,259.7
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,262.4
ESP,Spain,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,279.8
DEU,Germany,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,8.5
DEU,Germany,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,8.4
DEU,Germany,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,8.7
DEU,Germany,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,9.2
DEU,Germany,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,10
DEU,Germany,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,11.3
DEU,Germany,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2009,12.1
DEU,Germany,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2007,13.6
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,221
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,219.1
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,251.5
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,262.7
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,277.2
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,296
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,354.3
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,412.1
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,395
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,80.9
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,121.2
SVK,Slovak Republic,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,193.2
CAN,Canada,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2016,191.8
CAN,Canada,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2015,195.9
CAN,Canada,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,194.6
CAN,Canada,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2013,209
