REF_AREA,Reference area,MEASURE,Medical technology,TIME_PERIOD,OBS_VALUE
SVK,Slovak Republic,MTU,Mammographs,2005,13.55
SVK,Slovak Republic,MTU,Mammographs,2004,13
SVK,Slovak Republic,MTU,Mammographs,2003,13.01
SVK,Slovak Republic,MTU,Radiation therapy equipment,2008,10.73
SVK,Slovak Republic,MTU,Radiation therapy equipment,2007,10.37
SVK,Slovak Republic,MTU,Radiation therapy equipment,2006,10.2
SVK,Slovak Republic,MTU,Radiation therapy equipment,2005,9.84
SVK,Slovak Republic,MTU,Radiation therapy equipment,2004,9.29
SVK,Slovak Republic,MTU,Radiation therapy equipment,2003,7.06
SVK,Slovak Republic,MTU,Gamma cameras,2022,5.71
SVK,Slovak Republic,MTU,Gamma cameras,2021,5.88
SVK,Slovak Republic,MTU,Gamma cameras,2020,5.86
SVK,Slovak Republic,MTU,Gamma cameras,2019,5.68
SVK,Slovak Republic,MTU,Gamma cameras,2018,5.51
SVK,Slovak Republic,MTU,Gamma cameras,2017,5.52
SVK,Slovak Republic,MTU,Gamma cameras,2016,4.97
SVK,Slovak Republic,MTU,Gamma cameras,2015,4.98
SVK,Slovak Republic,MTU,Gamma cameras,2014,4.98
SVK,Slovak Republic,MTU,Gamma cameras,2013,5.73
SVK,Slovak Republic,MTU,Gamma cameras,2012,6.29
SVK,Slovak Republic,MTU,Gamma cameras,2011,6.11
SVK,Slovak Republic,MTU,Gamma cameras,2010,7.37
SVK,Slovak Republic,MTU,Gamma cameras,2009,7.38
SVK,Slovak Republic,MTU,Gamma cameras,2008,8.32
SVK,Slovak Republic,MTU,Gamma cameras,2007,8.71
SVK,Slovak Republic,MTU,Gamma cameras,2006,8.35
SVK,Slovak Republic,MTU,Gamma cameras,2005,8.35
SVK,Slovak Republic,MTU,Gamma cameras,2004,8.36
SVK,Slovak Republic,MTU,Gamma cameras,2003,7.44
SVK,Slovak Republic,MTU,Gamma cameras,2002,6.88
SVK,Slovak Republic,MTU,Gamma cameras,2001,6.69
SVK,Slovak Republic,MTU,Gamma cameras,2000,6.48
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2022,1.47
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2021,1.65
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2020,1.47
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2019,1.47
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2018,1.47
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2017,1.47
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2016,1.47
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2015,1.47
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2014,1.29
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2013,1.11
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2012,0.92
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2011,0.93
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2010,0.55
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2009,0.55
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2008,0.55
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2007,0.56
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2006,0.56
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2005,0.56
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2004,0.19
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2003,0.19
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2002,0.19
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2001,0.19
SVK,Slovak Republic,MTU,Positron emission tomography (PET) scanners,2000,0.19
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2022,10.49
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2021,10.84
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2020,9.89
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2019,9.53
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2018,9.55
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2017,9.56
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2016,9.02
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2015,8.85
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2014,8.3
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2013,6.65
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2012,6.29
SVK,Slovak Republic,MTU,Magnetic resonance imaging (MRI) units,2011,7.04
SVK,Slovak Republic,MTU,Radiation therapy equipment,2022,11.78
SVK,Slovak Republic,MTU,Radiation therapy equipment,2021,11.39
SVK,Slovak Republic,MTU,Radiation therapy equipment,2020,11.36
SVK,Slovak Republic,MTU,Radiation therapy equipment,2019,9.9
SVK,Slovak Republic,MTU,Radiation therapy equipment,2018,10.83
SVK,Slovak Republic,MTU,Radiation therapy equipment,2017,11.58
SVK,Slovak Republic,MTU,Radiation therapy equipment,2016,10.86
SVK,Slovak Republic,MTU,Radiation therapy equipment,2015,12.35
SVK,Slovak Republic,MTU,Radiation therapy equipment,2014,11.81
SVK,Slovak Republic,MTU,Radiation therapy equipment,2013,12.19
SVK,Slovak Republic,MTU,Radiation therapy equipment,2012,12.2
SVN,Slovenia,MTU,Gamma cameras,2022,8.06
SVN,Slovenia,MTU,Gamma cameras,2021,8.07
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2011,8.77
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2010,7.81
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2009,7.35
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2008,6.43
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2006,6.47
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2002,3.01
SVN,Slovenia,MTU,Radiation therapy equipment,2005,3.5
SVN,Slovenia,MTU,Radiation therapy equipment,2004,4.51
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2023,17
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2022,17.07
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2021,13.29
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2020,13.33
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2019,12.45
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2018,12.08
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2017,11.62
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2016,11.14
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2015,9.21
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2014,9.21
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2013,9.23
SVN,Slovenia,MTU,Magnetic resonance imaging (MRI) units,2012,8.75
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2016,14.05
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2015,13.09
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2014,13.09
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2013,12.14
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2012,12.65
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2011,12.67
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2010,12.69
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2009,11.75
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2008,12.36
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2007,10.9
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2006,10.45
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2005,10
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2004,9.01
SVN,Slovenia,MTU,Radiation therapy equipment,2023,6.61
SVN,Slovenia,MTU,Radiation therapy equipment,2022,6.64
SVN,Slovenia,MTU,Radiation therapy equipment,2021,6.64
SVN,Slovenia,MTU,Radiation therapy equipment,2020,6.67
SVN,Slovenia,MTU,Radiation therapy equipment,2019,6.22
SVN,Slovenia,MTU,Radiation therapy equipment,2018,6.28
SVN,Slovenia,MTU,Radiation therapy equipment,2017,6.29
SVN,Slovenia,MTU,Radiation therapy equipment,2016,6.3
SVN,Slovenia,MTU,Radiation therapy equipment,2015,5.82
SVN,Slovenia,MTU,Radiation therapy equipment,2014,5.82
SVN,Slovenia,MTU,Radiation therapy equipment,2013,5.83
SVN,Slovenia,MTU,Radiation therapy equipment,2012,5.84
SVN,Slovenia,MTU,Radiation therapy equipment,2011,5.85
SVN,Slovenia,MTU,Radiation therapy equipment,2010,5.86
SVN,Slovenia,MTU,Radiation therapy equipment,2009,5.88
SVN,Slovenia,MTU,Radiation therapy equipment,2008,5.93
SVN,Slovenia,MTU,Radiation therapy equipment,2007,4.95
SVN,Slovenia,MTU,Radiation therapy equipment,2006,4.48
SVN,Slovenia,MTU,Gamma cameras,2020,8.1
SVN,Slovenia,MTU,Gamma cameras,2019,8.14
SVN,Slovenia,MTU,Gamma cameras,2018,8.21
SVN,Slovenia,MTU,Gamma cameras,2017,8.23
SVN,Slovenia,MTU,Gamma cameras,2016,8.24
SVN,Slovenia,MTU,Gamma cameras,2015,8.24
SVN,Slovenia,MTU,Gamma cameras,2014,8.24
SVN,Slovenia,MTU,Gamma cameras,2013,8.26
SVN,Slovenia,MTU,Gamma cameras,2012,8.27
SVN,Slovenia,MTU,Gamma cameras,2011,8.28
SVN,Slovenia,MTU,Gamma cameras,2010,8.3
SVN,Slovenia,MTU,Gamma cameras,2009,7.84
SVN,Slovenia,MTU,Gamma cameras,2008,6.92
SVN,Slovenia,MTU,Gamma cameras,2007,6.93
SVN,Slovenia,MTU,Gamma cameras,2006,6.47
SVN,Slovenia,MTU,Gamma cameras,2005,6.5
SVN,Slovenia,MTU,Gamma cameras,2004,6.01
SVN,Slovenia,MTU,Mammographs,2023,15.11
SVN,Slovenia,MTU,Mammographs,2022,14.22
SVN,Slovenia,MTU,Mammographs,2021,14.71
SVN,Slovenia,MTU,Mammographs,2020,14.76
SVN,Slovenia,MTU,Mammographs,2019,14.84
SVN,Slovenia,MTU,Mammographs,2018,15.94
SVN,Slovenia,MTU,Mammographs,2017,15.97
SVN,Slovenia,MTU,Mammographs,2016,15.99
SVN,Slovenia,MTU,Mammographs,2015,16.48
SVN,Slovenia,MTU,Mammographs,2014,16
SVN,Slovenia,MTU,Mammographs,2013,16.51
SVN,Slovenia,MTU,Mammographs,2012,17.51
SVN,Slovenia,MTU,Mammographs,2011,18.03
SVN,Slovenia,MTU,Mammographs,2010,17.57
SVN,Slovenia,MTU,Mammographs,2009,17.14
SVN,Slovenia,MTU,Mammographs,2008,17.3
SVN,Slovenia,MTU,Mammographs,2007,18.82
SVN,Slovenia,MTU,Mammographs,2006,17.42
SVN,Slovenia,MTU,Mammographs,2005,16.99
SVN,Slovenia,MTU,Mammographs,2004,16.02
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2023,1.89
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2022,1.42
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2021,1.42
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2020,1.43
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2019,1.44
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2018,1.45
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2017,1.45
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2016,1.45
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2015,0.97
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2014,0.97
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2013,0.97
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2012,0.97
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2011,0.97
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2010,0.98
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2009,0.98
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2008,0.99
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2007,0.5
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2006,0.5
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2005,0.5
SVN,Slovenia,MTU,Positron emission tomography (PET) scanners,2004,0.5
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2023,17.47
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2022,18.49
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2021,18.98
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2020,19.05
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2019,18.19
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2018,15.94
SVN,Slovenia,MTU,Computed tomography (CT) scanners,2017,15
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2010,1.27
ESP,Spain,MTU,Gamma cameras,2022,6.74
ESP,Spain,MTU,Radiation therapy equipment,2015,4.93
ESP,Spain,MTU,Radiation therapy equipment,2014,4.91
ESP,Spain,MTU,Radiation therapy equipment,2013,4.89
ESP,Spain,MTU,Radiation therapy equipment,2012,4.79
ESP,Spain,MTU,Radiation therapy equipment,2011,4.71
ESP,Spain,MTU,Radiation therapy equipment,2010,4.4
ESP,Spain,MTU,Mammographs,2016,16.25
ESP,Spain,MTU,Mammographs,2015,16.27
ESP,Spain,MTU,Mammographs,2014,16.02
ESP,Spain,MTU,Mammographs,2013,15.88
ESP,Spain,MTU,Mammographs,2012,15.44
ESP,Spain,MTU,Mammographs,2011,15.02
ESP,Spain,MTU,Mammographs,2010,14.56
ESP,Spain,MTU,Radiation therapy equipment,2022,7.41
ESP,Spain,MTU,Radiation therapy equipment,2021,7.33
ESP,Spain,MTU,Radiation therapy equipment,2020,5.36
ESP,Spain,MTU,Radiation therapy equipment,2019,5.01
ESP,Spain,MTU,Radiation therapy equipment,2018,5.03
ESP,Spain,MTU,Radiation therapy equipment,2017,4.9
ESP,Spain,MTU,Radiation therapy equipment,2016,4.95
ESP,Spain,MTU,Gamma cameras,2021,7.04
ESP,Spain,MTU,Gamma cameras,2020,6.76
ESP,Spain,MTU,Gamma cameras,2019,6.67
ESP,Spain,MTU,Gamma cameras,2018,6.61
ESP,Spain,MTU,Gamma cameras,2017,6.38
ESP,Spain,MTU,Gamma cameras,2016,6.54
ESP,Spain,MTU,Gamma cameras,2015,6.55
ESP,Spain,MTU,Gamma cameras,2014,6.48
ESP,Spain,MTU,Gamma cameras,2013,6.4
ESP,Spain,MTU,Gamma cameras,2012,6.22
ESP,Spain,MTU,Gamma cameras,2011,6.12
ESP,Spain,MTU,Gamma cameras,2010,6.01
ESP,Spain,MTU,Computed tomography (CT) scanners,2022,21.44
ESP,Spain,MTU,Computed tomography (CT) scanners,2021,21.51
ESP,Spain,MTU,Computed tomography (CT) scanners,2020,20.06
ESP,Spain,MTU,Computed tomography (CT) scanners,2019,19.21
ESP,Spain,MTU,Computed tomography (CT) scanners,2018,19.15
ESP,Spain,MTU,Computed tomography (CT) scanners,2017,18.67
ESP,Spain,MTU,Computed tomography (CT) scanners,2016,18.32
ESP,Spain,MTU,Computed tomography (CT) scanners,2015,18.03
ESP,Spain,MTU,Computed tomography (CT) scanners,2014,17.61
ESP,Spain,MTU,Computed tomography (CT) scanners,2013,17.6
ESP,Spain,MTU,Computed tomography (CT) scanners,2012,17.19
ESP,Spain,MTU,Computed tomography (CT) scanners,2011,16.65
ESP,Spain,MTU,Computed tomography (CT) scanners,2010,15.96
ESP,Spain,MTU,Mammographs,2022,16.82
ESP,Spain,MTU,Mammographs,2021,17.43
ESP,Spain,MTU,Mammographs,2020,16.6
ESP,Spain,MTU,Mammographs,2019,16.5
ESP,Spain,MTU,Mammographs,2018,16.26
ESP,Spain,MTU,Mammographs,2017,16.2
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2022,20.56
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2021,20.54
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2020,18.27
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2019,17.64
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2018,17.23
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2017,16.4
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2016,16.1
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2015,15.86
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2014,15.52
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2013,15.35
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2012,14.78
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2011,13.76
ESP,Spain,MTU,Magnetic resonance imaging (MRI) units,2010,11.98
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2022,2.42
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2021,2.13
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2020,1.86
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2019,1.76
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2018,1.8
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2017,1.72
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2016,1.7
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2015,1.64
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2014,1.59
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2013,1.55
ESP,Spain,MTU,Positron emission tomography (PET) scanners,2012,1.43
SWE,Sweden,MTU,Mammographs,2022,12.87
SWE,Sweden,MTU,Mammographs,2021,12.38
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2020,2.32
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2019,2.24
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2018,1.87
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2017,1.59
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2016,1.61
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2015,1.63
SWE,Sweden,MTU,Computed tomography (CT) scanners,2016,22.07
SWE,Sweden,MTU,Computed tomography (CT) scanners,2015,20.31
SWE,Sweden,MTU,Gamma cameras,2023,6.73
SWE,Sweden,MTU,Gamma cameras,2022,6.77
SWE,Sweden,MTU,Gamma cameras,2021,6.24
SWE,Sweden,MTU,Gamma cameras,2020,7.34
SWE,Sweden,MTU,Gamma cameras,2019,7.1
SWE,Sweden,MTU,Gamma cameras,2018,7.17
SWE,Sweden,MTU,Gamma cameras,2017,7.36
SWE,Sweden,MTU,Gamma cameras,2016,7.86
SWE,Sweden,MTU,Gamma cameras,2015,7.65
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2023,2.65
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2022,2.67
SWE,Sweden,MTU,Positron emission tomography (PET) scanners,2021,2.4
SWE,Sweden,MTU,Mammographs,2020,19.12
SWE,Sweden,MTU,Mammographs,2019,18.68
SWE,Sweden,MTU,Mammographs,2018,13.46
SWE,Sweden,MTU,Mammographs,2017,13.62
SWE,Sweden,MTU,Mammographs,2016,13.5
SWE,Sweden,MTU,Mammographs,2015,12.96
SWE,Sweden,MTU,Radiation therapy equipment,2023,6.07
SWE,Sweden,MTU,Radiation therapy equipment,2022,6.1
SWE,Sweden,MTU,Radiation therapy equipment,2021,5.66
SWE,Sweden,MTU,Radiation therapy equipment,2020,6.37
SWE,Sweden,MTU,Radiation therapy equipment,2019,6.52
SWE,Sweden,MTU,Radiation therapy equipment,2018,6.98
SWE,Sweden,MTU,Radiation therapy equipment,2017,7.06
SWE,Sweden,MTU,Radiation therapy equipment,2016,7.86
SWE,Sweden,MTU,Radiation therapy equipment,2015,7.76
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2023,17.44
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2022,17.35
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2021,17.19
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2020,18.45
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2019,16.64
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2018,14.15
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2017,14.02
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2016,15.72
SWE,Sweden,MTU,Magnetic resonance imaging (MRI) units,2015,14.59
SWE,Sweden,MTU,Computed tomography (CT) scanners,2023,23.69
SWE,Sweden,MTU,Computed tomography (CT) scanners,2022,23.74
SWE,Sweden,MTU,Computed tomography (CT) scanners,2021,23.04
SWE,Sweden,MTU,Computed tomography (CT) scanners,2020,28.3
SWE,Sweden,MTU,Computed tomography (CT) scanners,2019,26.17
SWE,Sweden,MTU,Computed tomography (CT) scanners,2018,18.67
SWE,Sweden,MTU,Computed tomography (CT) scanners,2017,18.49
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2010,32.59
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2009,32.8
CHE,Switzerland,MTU,Radiation therapy equipment,2012,16.51
CHE,Switzerland,MTU,Radiation therapy equipment,2011,16.94
CHE,Switzerland,MTU,Radiation therapy equipment,2010,16.49
CHE,Switzerland,MTU,Radiation therapy equipment,2009,16.92
CHE,Switzerland,MTU,Radiation therapy equipment,2008,16.61
CHE,Switzerland,MTU,Radiation therapy equipment,2007,16.29
CHE,Switzerland,MTU,Mammographs,2009,33.19
CHE,Switzerland,MTU,Mammographs,2008,32.69
CHE,Switzerland,MTU,Mammographs,2007,32.05
CHE,Switzerland,MTU,Radiation therapy equipment,2023,17.16
CHE,Switzerland,MTU,Radiation therapy equipment,2022,17.43
CHE,Switzerland,MTU,Radiation therapy equipment,2021,17.58
CHE,Switzerland,MTU,Radiation therapy equipment,2020,18.75
CHE,Switzerland,MTU,Radiation therapy equipment,2019,19.13
CHE,Switzerland,MTU,Radiation therapy equipment,2018,19.03
CHE,Switzerland,MTU,Radiation therapy equipment,2017,16.68
CHE,Switzerland,MTU,Radiation therapy equipment,2016,16.6
CHE,Switzerland,MTU,Radiation therapy equipment,2015,16.78
CHE,Switzerland,MTU,Radiation therapy equipment,2014,16.49
CHE,Switzerland,MTU,Radiation therapy equipment,2013,16.57
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2008,32.03
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2007,31.39
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2023,5.31
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2022,4.79
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2021,4.25
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2020,3.94
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2019,3.85
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2018,3.76
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2017,3.31
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2016,3.34
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2015,3.38
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2014,3.54
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2013,3.46
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2012,3.25
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2011,3.29
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2010,3.19
CHE,Switzerland,MTU,Positron emission tomography (PET) scanners,2009,2.97
CHE,Switzerland,MTU,Mammographs,2023,29.69
CHE,Switzerland,MTU,Mammographs,2022,29.85
CHE,Switzerland,MTU,Mammographs,2021,29.87
CHE,Switzerland,MTU,Mammographs,2020,29.64
CHE,Switzerland,MTU,Mammographs,2019,29.27
CHE,Switzerland,MTU,Mammographs,2018,29.01
CHE,Switzerland,MTU,Mammographs,2017,28.75
CHE,Switzerland,MTU,Mammographs,2016,28.78
CHE,Switzerland,MTU,Mammographs,2015,28.25
CHE,Switzerland,MTU,Mammographs,2014,28.33
CHE,Switzerland,MTU,Mammographs,2013,33.13
CHE,Switzerland,MTU,Mammographs,2012,32.89
CHE,Switzerland,MTU,Mammographs,2011,32.74
CHE,Switzerland,MTU,Mammographs,2010,33.1
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2023,40.08
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2022,39.65
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2021,39.06
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2020,39.59
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2019,38.72
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2018,38.76
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2017,39.28
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2016,38.93
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2015,37.67
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2014,36.15
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2013,36.59
CHE,Switzerland,MTU,Computed tomography (CT) scanners,2012,34.64
TUR,Türkiye,MTU,Radiation therapy equipment,2012,2.39
TUR,Türkiye,MTU,Radiation therapy equipment,2011,2.02
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2007,9.62
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2006,8.56
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2005,7.44
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2004,6.6
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2003,5.63
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2002,4.89
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2021,15.1
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2020,14.97
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2019,14.69
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2018,14.88
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2017,14.77
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2016,14.53
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2015,14.31
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2014,13.88
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2013,13.89
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2012,13.53
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2011,13.12
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2010,12.36
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2009,11.63
TUR,Türkiye,MTU,Computed tomography (CT) scanners,2008,10.68
TUR,Türkiye,MTU,Radiation therapy equipment,2010,1.79
TUR,Türkiye,MTU,Radiation therapy equipment,2009,1.86
TUR,Türkiye,MTU,Positron emission tomography (PET) scanners,2022,1.85
TUR,Türkiye,MTU,Positron emission tomography (PET) scanners,2021,1.78
TUR,Türkiye,MTU,Positron emission tomography (PET) scanners,2020,1.73
TUR,Türkiye,MTU,Positron emission tomography (PET) scanners,2019,1.67
TUR,Türkiye,MTU,Positron emission tomography (PET) scanners,2018,1.61
TUR,Türkiye,MTU,Positron emission tomography (PET) scanners,2017,1.53
TUR,Türkiye,MTU,Positron emission tomography (PET) scanners,2016,1.5
